fungicide,experiment,isolate,rep,dose,length_a,length_b,length.mm,control.mean,rel.growth
metalaxyl,2,6,2,0,41.82,39.56,36.69,36.696666666666665,99.98183304568988
metalaxyl,2,6,3,0,40.87,42,37.435,36.696666666666665,102.01199018984468
metalaxyl,2,6,1,0.01,42.89,43.02,38.955,36.696666666666665,106.15405577254973
metalaxyl,2,6,2,0.01,40.23,39.62,35.925,36.696666666666665,97.89717503860477
metalaxyl,2,6,3,0.01,37.17,40.52,34.845,36.696666666666665,94.95412844036697
metalaxyl,2,6,1,0.05,24.5,22.82,19.66,36.696666666666665,53.57434826051413
metalaxyl,2,6,2,0.05,21.65,21.1,17.375,36.696666666666665,47.34762467072395
metalaxyl,2,6,3,0.05,22.41,23.27,18.84,36.696666666666665,51.33981288037061
metalaxyl,2,6,1,0.1,10.81,10.8,6.805,36.696666666666665,18.543918612044692
metalaxyl,2,6,2,0.1,11.74,11.61,7.675000000000001,36.696666666666665,20.914706149514036
metalaxyl,2,6,3,0.1,10.01,10.87,6.4399999999999995,36.696666666666665,17.549277863566175
metalaxyl,2,6,1,0.5,5.09,6.64,1.8650000000000002,36.696666666666665,5.082205468253248
metalaxyl,2,6,2,0.5,7.72,5.28,2.5,36.696666666666665,6.812607866291216
metalaxyl,2,6,3,0.5,5.07,5.59,1.33,36.696666666666665,3.6243073848669276
metalaxyl,2,6,1,1,3.74,4.66,0.20000000000000018,36.696666666666665,0.5450086293032977
metalaxyl,2,6,2,1,4.41,4.63,0.5199999999999996,36.696666666666665,1.4170224361885717
metalaxyl,2,6,3,1,4.61,5.18,0.8949999999999996,36.696666666666665,2.4389136161322544
metalaxyl,2,7,1,0,38.02,38,34.010000000000005,33.531666666666666,101.42651225210003
metalaxyl,2,7,2,0,38.08,38.36,34.22,33.531666666666666,102.05278592375366
metalaxyl,2,7,3,0,36.07,36.66,32.364999999999995,33.531666666666666,96.52070182414631
metalaxyl,2,7,1,0.01,35.77,37.06,32.415000000000006,33.531666666666666,96.6698146031115
metalaxyl,2,7,2,0.01,38.66,38.44,34.55,33.531666666666666,103.03693026492368
metalaxyl,2,7,3,0.01,36.71,35.77,32.24,33.531666666666666,96.14791987673344
metalaxyl,2,7,1,0.05,22.54,23.11,18.825,33.531666666666666,56.14096128038173
metalaxyl,2,7,2,0.05,23.63,23.24,19.435,33.531666666666666,57.96013718375664
metalaxyl,2,7,3,0.05,22.87,25.27,20.07,33.531666666666666,59.85386947661415
metalaxyl,2,7,1,0.1,10.79,12.57,7.68,33.531666666666666,22.903722849048165
metalaxyl,2,7,2,0.1,14.62,16.56,11.59,33.531666666666666,34.56434216412346
metalaxyl,2,7,3,0.1,11.9,10.86,7.379999999999999,33.531666666666666,22.009046175257215
metalaxyl,2,7,1,0.5,7.07,7.3,3.1850000000000005,33.531666666666666,9.498484020080522
metalaxyl,2,7,2,0.5,7.85,8.58,4.215,33.531666666666666,12.570207266762761
metalaxyl,2,7,3,0.5,8.06,7.42,3.74,33.531666666666666,11.153635866593769
metalaxyl,2,7,1,1,6.68,5.57,2.125,33.531666666666666,6.337293106019186
metalaxyl,2,7,2,1,5.73,5.07,1.4000000000000004,33.531666666666666,4.175157811024406
metalaxyl,2,7,3,1,5.82,6.49,2.1550000000000002,33.531666666666666,6.426760773398281
metalaxyl,2,8,1,0,41.15,41.48,37.315,38.53666666666666,96.82985900873628
metalaxyl,2,8,2,0,44.54,44.48,40.51,38.53666666666666,105.120664302396
metalaxyl,2,8,3,0,42.23,41.34,37.785,38.53666666666666,98.04947668886776
metalaxyl,2,8,1,0.01,35.77,36.14,31.955,38.53666666666666,82.9210275927688
metalaxyl,2,8,2,0.01,39.69,38.07,34.879999999999995,38.53666666666666,90.51120145316149
metalaxyl,2,8,3,0.01,38.19,39.69,34.94,38.53666666666666,90.66689732722082
metalaxyl,2,8,1,0.05,12.48,12.5,8.49,38.53666666666666,22.03096617939625
metalaxyl,2,8,2,0.05,15.08,13.78,10.43,38.53666666666666,27.065132773981492
metalaxyl,2,8,3,0.05,13.47,13.49,9.48,38.53666666666666,24.59994810137532
metalaxyl,2,8,1,0.1,8.07,7.69,3.880000000000001,38.53666666666666,10.06833318917049
metalaxyl,2,8,2,0.1,10.42,7.92,5.17,38.53666666666666,13.415794481446245
metalaxyl,2,8,3,0.1,10.03,9.29,5.66,38.53666666666666,14.687310786264165
metalaxyl,2,8,1,0.5,0,0,0,38.53666666666666,0
metalaxyl,2,8,2,0.5,0,0,0,38.53666666666666,0
metalaxyl,2,8,3,0.5,0,0,0,38.53666666666666,0
metalaxyl,2,8,1,1,0,0,0,38.53666666666666,0
metalaxyl,2,8,2,1,0,0,0,38.53666666666666,0
metalaxyl,2,8,3,1,0,0,0,38.53666666666666,0
metalaxyl,2,9,1,0,42.65,43.35,39,38.42333333333333,101.50082415199097
metalaxyl,2,9,2,0,42.53,42.12,38.325,38.42333333333333,99.74407911859115
metalaxyl,2,9,3,0,42.54,41.35,37.945,38.42333333333333,98.75509672941789
metalaxyl,2,9,1,0.01,40.66,40.67,36.665,38.42333333333333,95.42378762904485
metalaxyl,2,9,2,0.01,40.9,40.63,36.765,38.42333333333333,95.6840461525115
metalaxyl,2,9,3,0.01,38.62,40.45,35.535,38.42333333333333,92.48286631387177
metalaxyl,2,9,1,0.05,25.55,25.58,21.564999999999998,38.42333333333333,56.12475058558167
metalaxyl,2,9,2,0.05,26.66,27.76,23.21,38.42333333333333,60.40600329660797
metalaxyl,2,9,3,0.05,24.97,23.89,20.43,38.42333333333333,53.17081634423527
metalaxyl,2,9,1,0.1,13.89,14.67,10.280000000000001,38.42333333333333,26.754576212370957
metalaxyl,2,9,2,0.1,17.76,17.78,13.770000000000003,38.42333333333333,35.83759868135682
metalaxyl,2,9,3,0.1,16.34,17.88,13.11,38.42333333333333,34.119892426476966
metalaxyl,2,9,1,0.5,7.18,6.11,2.6449999999999996,38.42333333333333,6.883837945692721
metalaxyl,2,9,2,0.5,7.15,6.84,2.995,38.42333333333333,7.794742777825975
metalaxyl,2,9,3,0.5,6.53,5.76,2.1449999999999996,38.42333333333333,5.582545328359503
metalaxyl,2,9,1,1,5.67,5.94,1.8049999999999997,38.42333333333333,4.697666348572915
metalaxyl,2,9,2,1,5.58,5.9,1.7400000000000002,38.42333333333333,4.528498308319598
metalaxyl,2,9,3,1,5.63,5.77,1.6999999999999993,38.42333333333333,4.424394898932938
metalaxyl,2,10,1,0,38.25,38.24,34.245000000000005,34.655,98.81690953686338
metalaxyl,2,10,2,0,38.24,38.23,34.235,34.655,98.78805367190881
metalaxyl,2,10,3,0,39.47,39.5,35.485,34.655,102.39503679122781
metalaxyl,2,10,1,0.01,38.49,37.93,34.21,34.655,98.71591400952244
metalaxyl,2,10,2,0.01,38.38,38.72,34.55,34.655,99.69701341797719
metalaxyl,2,10,3,0.01,38.82,38.79,34.805,34.655,100.43283797431828
metalaxyl,2,10,1,0.05,23.66,23.88,19.77,34.655,57.04804501514933
metalaxyl,2,10,2,0.05,26.28,26.78,22.53,34.655,65.01226374260568
metalaxyl,2,10,3,0.05,26.91,26.71,22.810000000000002,34.655,65.82022796133315
metalaxyl,2,10,1,0.1,24.36,22.46,19.41,34.655,56.00923387678546
metalaxyl,2,10,2,0.1,17.92,18.43,14.175,34.655,40.90318857307748
metalaxyl,2,10,3,0.1,15.32,14.94,11.129999999999999,34.655,32.116577694416385
metalaxyl,2,10,1,0.5,7.13,7.12,3.125,34.655,9.017457798297505
metalaxyl,2,10,2,0.5,7.87,7.82,3.8450000000000006,34.655,11.09508007502525
metalaxyl,2,10,3,0.5,7.91,7.12,3.5150000000000006,34.655,10.142836531525033
metalaxyl,2,10,1,1,6.46,6.45,2.455,34.655,7.084114846342519
metalaxyl,2,10,2,1,6.19,6.45,2.3200000000000003,34.655,6.6945606694560675
metalaxyl,2,10,3,1,5.94,5.93,1.9350000000000005,34.655,5.583609868705816
metalaxyl,2,11,1,0,42.55,38.12,36.334999999999994,35.48166666666666,102.40499788623232
metalaxyl,2,11,2,0,40.36,40.38,36.370000000000005,35.48166666666666,102.50364037765985
metalaxyl,2,11,3,0,37.55,37.93,33.739999999999995,35.48166666666666,95.09136173610784
metalaxyl,2,11,1,0.01,37.19,38.85,34.019999999999996,35.48166666666666,95.88050166752782
metalaxyl,2,11,2,0.01,40.5,40.44,36.47,35.48166666666666,102.78547606745268
metalaxyl,2,11,3,0.01,41.9,40.62,37.26,35.48166666666666,105.01197801681622
metalaxyl,2,11,1,0.05,17.3,17.29,13.295000000000002,35.48166666666666,37.47005495795952
metalaxyl,2,11,2,0.05,20.84,20.98,16.91,35.48166666666666,47.65841514397107
metalaxyl,2,11,3,0.05,16.48,16.9,12.689999999999998,35.48166666666666,35.764949034712764
metalaxyl,2,11,1,0.1,9.1,9.66,5.379999999999999,35.48166666666666,15.16276011085537
metalaxyl,2,11,2,0.1,10.43,10.56,6.495000000000001,35.48166666666666,18.305228052045663
metalaxyl,2,11,3,0.1,8.04,8.97,4.504999999999999,35.48166666666666,12.696697825167927
metalaxyl,2,11,1,0.5,5.76,5.69,1.7249999999999996,35.48166666666666,4.861665648926675
metalaxyl,2,11,2,0.5,5.2,5.71,1.455,35.48166666666666,4.10070928648598
metalaxyl,2,11,3,0.5,4.36,4.87,0.6150000000000002,35.48166666666666,1.7332894922260331
metalaxyl,2,11,1,1,4.07,4.27,0.16999999999999993,35.48166666666666,0.4791206726478462
metalaxyl,2,11,2,1,5.23,4.24,0.7350000000000003,35.48166666666666,2.0714923199774544
metalaxyl,2,11,3,1,4.65,4.22,0.4350000000000005,35.48166666666666,1.2259852505989024
metalaxyl,2,12,1,0,39.38,38.88,35.13,35.656666666666666,98.522950359914
metalaxyl,2,12,2,0,41.83,39.92,36.875,35.656666666666666,103.41684584462934
metalaxyl,2,12,3,0,38.95,38.98,34.965,35.656666666666666,98.06020379545669
metalaxyl,2,12,1,0.01,39.89,40.74,36.315,35.656666666666666,101.8463120501075
metalaxyl,2,12,2,0.01,38.8,41.37,36.084999999999994,35.656666666666666,101.2012713845003
metalaxyl,2,12,3,0.01,40,42.97,37.485,35.656666666666666,105.1276058708049
metalaxyl,2,12,1,0.05,16.71,17.1,12.905000000000001,35.656666666666666,36.19239038982893
metalaxyl,2,12,2,0.05,18.11,18.31,14.21,35.656666666666666,39.8522950359914
metalaxyl,2,12,3,0.05,17.93,17.15,13.54,35.656666666666666,37.97326353183135
metalaxyl,2,12,1,0.1,9.66,9.34,5.5,35.656666666666666,15.424885481910817
metalaxyl,2,12,2,0.1,9.14,8.91,5.025,35.656666666666666,14.092736281200338
metalaxyl,2,12,3,0.1,9.27,9.23,5.25,35.656666666666666,14.723754323642144
metalaxyl,2,12,1,0.5,6.68,6.24,2.46,35.656666666666666,6.8991305973637465
metalaxyl,2,12,2,0.5,6.14,5.55,1.8449999999999998,35.656666666666666,5.17434794802281
metalaxyl,2,12,3,0.5,4.75,5.88,1.3149999999999995,35.656666666666666,3.6879498924932212
metalaxyl,2,12,1,1,4.86,4.7,0.7800000000000002,35.656666666666666,2.187529213798262
metalaxyl,2,12,2,1,5.53,5.51,1.5199999999999996,35.656666666666666,4.262877442273534
metalaxyl,2,12,3,1,7.74,4.86,2.3000000000000007,35.656666666666666,6.450406656071799
metalaxyl,2,13,1,0,40.81,40.38,36.595,37.305,98.09676986999062
metalaxyl,2,13,2,0,40.42,42.69,37.555,37.305,100.67015145422866
metalaxyl,2,13,3,0,42.33,41.2,37.765,37.305,101.23307867578073
metalaxyl,2,13,1,0.01,37.15,36.66,32.905,37.305,88.20533440557567
metalaxyl,2,13,2,0.01,33.56,34.54,30.049999999999997,37.305,80.55220479828441
metalaxyl,2,13,3,0.01,36.12,35.93,32.025,37.305,85.84640128669079
metalaxyl,2,13,1,0.05,25.24,24.36,20.799999999999997,37.305,55.75660099182414
metalaxyl,2,13,2,0.05,26.7,24.62,21.66,37.305,58.06192199437072
metalaxyl,2,13,3,0.05,24.61,24.19,20.4,37.305,54.6843586650583
metalaxyl,2,13,1,0.1,18.84,17.61,14.225000000000001,37.305,38.13161774561051
metalaxyl,2,13,2,0.1,22,21.35,17.675,37.305,47.37970781396596
metalaxyl,2,13,3,0.1,21.75,21.03,17.39,37.305,46.61573515614529
metalaxyl,2,13,1,0.5,17.57,19.61,14.59,37.305,39.11003886878434
metalaxyl,2,13,2,0.5,15,15.54,11.27,37.305,30.210427556627796
metalaxyl,2,13,3,0.5,15.59,15.91,11.75,37.305,31.497118348746817
metalaxyl,2,13,1,1,7.93,9.08,4.504999999999999,37.305,12.076129205200372
metalaxyl,2,13,2,1,13.84,13.83,9.835,37.305,26.363758209355314
metalaxyl,2,13,3,1,14.54,14.69,10.614999999999998,37.305,28.454630746548716
metalaxyl,2,14,1,0,39.25,37.67,34.46,33.395,103.18910016469532
metalaxyl,2,14,2,0,37.97,37.65,33.81,33.395,101.24270100314419
metalaxyl,2,14,3,0,35.51,36.32,31.915,33.395,95.56819883216049
metalaxyl,2,14,1,0.01,35.92,35.29,31.605000000000004,33.395,94.63991615511304
metalaxyl,2,14,2,0.01,37.8,38.1,33.95,33.395,101.66192543793981
metalaxyl,2,14,3,0.01,35.23,35.85,31.54,33.395,94.44527623895792
metalaxyl,2,14,1,0.05,21.46,20.5,16.98,33.395,50.84593502021261
metalaxyl,2,14,2,0.05,22.42,23.44,18.93,33.395,56.68513250486599
metalaxyl,2,14,3,0.05,19.46,20,15.73,33.395,47.102859709537356
metalaxyl,2,14,1,0.1,12.82,12.3,8.56,33.395,25.63257972750412
metalaxyl,2,14,2,0.1,12.51,11.69,8.1,33.395,24.25512801317562
metalaxyl,2,14,3,0.1,11.6,11.66,7.629999999999999,33.395,22.847731696361727
metalaxyl,2,14,1,0.5,6.78,6.1,2.4399999999999995,33.395,7.3064830064380875
metalaxyl,2,14,2,0.5,6.36,7.05,2.705,33.395,8.100014972301242
metalaxyl,2,14,3,0.5,5.67,5.51,1.5899999999999999,33.395,4.7611917951789176
metalaxyl,2,14,1,1,5.59,6.01,1.7999999999999998,33.395,5.3900284473723605
metalaxyl,2,14,2,1,6.35,5.46,1.9049999999999994,33.395,5.70444677346908
metalaxyl,2,14,3,1,5.58,5.41,1.495,33.395,4.4767180715676
metalaxyl,2,15,1,0,37.28,36.61,32.945,33.55833333333333,98.17233672709213
metalaxyl,2,15,2,0,37.23,37.23,33.23,33.55833333333333,99.02160417184008
metalaxyl,2,15,3,0,38.53,38.47,34.5,33.55833333333333,102.80605910106779
metalaxyl,2,15,1,0.01,38.43,37.94,34.185,33.55833333333333,101.8673950831885
metalaxyl,2,15,2,0.01,39.72,39.18,35.45,33.55833333333333,105.63695058356097
metalaxyl,2,15,3,0.01,38.88,38.15,34.515,33.55833333333333,102.8507573876335
metalaxyl,2,15,1,0.05,18.8,18.85,14.825000000000003,33.55833333333333,44.17680655574871
metalaxyl,2,15,2,0.05,22.89,22.91,18.9,33.55833333333333,56.319841072758884
metalaxyl,2,15,3,0.05,22.96,24.21,19.585,33.55833333333333,58.36106282592502
metalaxyl,2,15,1,0.1,10.34,9.96,6.15,33.55833333333333,18.32629749192948
metalaxyl,2,15,2,0.1,11.74,12.87,8.305,33.55833333333333,24.74795132853241
metalaxyl,2,15,3,0.1,10,9.48,5.74,33.55833333333333,17.10454432580085
metalaxyl,2,15,1,0.5,5.91,6.01,1.96,33.55833333333333,5.840576111249069
metalaxyl,2,15,2,0.5,6,6.8,2.4000000000000004,33.55833333333333,7.151725850509065
metalaxyl,2,15,3,0.5,5.85,5.59,1.7199999999999998,33.55833333333333,5.125403526198162
metalaxyl,2,15,1,1,5.46,5.11,1.2850000000000001,33.55833333333333,3.8291532157933954
metalaxyl,2,15,2,1,5.59,5.5,1.545,33.55833333333333,4.60392351626521
metalaxyl,2,15,3,1,5.51,6.13,1.8200000000000003,33.55833333333333,5.4233921033027075
metalaxyl,2,16,1,0,36.66,36.63,32.644999999999996,33.26166666666666,98.14601392994939
metalaxyl,2,16,2,0,38.59,37.79,34.19,33.26166666666666,102.79100065140052
metalaxyl,2,16,3,0,36.63,37.27,32.95,33.26166666666666,99.06298541865011
metalaxyl,2,16,1,0.01,36.02,36.57,32.295,33.26166666666666,97.09375156586663
metalaxyl,2,16,2,0.01,36.53,36.99,32.760000000000005,33.26166666666666,98.49175727814804
metalaxyl,2,16,3,0.01,36.93,37.41,33.17,33.26166666666666,99.72440747607358
metalaxyl,2,16,1,0.05,21.6,22.5,18.05,33.26166666666666,54.266673347697555
metalaxyl,2,16,2,0.05,24.45,22.78,19.615000000000002,33.26166666666666,58.97178934709627
metalaxyl,2,16,3,0.05,20.6,18.76,15.68,33.26166666666666,47.14135391090846
metalaxyl,2,16,1,0.1,9.67,9.74,5.705,33.26166666666666,17.15187653454928
metalaxyl,2,16,2,0.1,12.72,10.73,7.725000000000001,33.26166666666666,23.224933607255608
metalaxyl,2,16,3,0.1,10.36,9.45,5.904999999999999,33.26166666666666,17.753169314025154
metalaxyl,2,16,1,0.5,6.02,5.4,1.71,33.26166666666666,5.141053264518716
metalaxyl,2,16,2,0.5,5.99,6.84,2.415,33.26166666666666,7.260610312171169
metalaxyl,2,16,3,0.5,6.1,7.1,2.5999999999999996,33.26166666666666,7.8168061331863505
metalaxyl,2,16,1,1,4.9,5.99,1.4450000000000003,33.26166666666666,4.344340331713185
metalaxyl,2,16,2,1,6.11,6.23,2.17,33.26166666666666,6.524026657313224
metalaxyl,2,16,3,1,5.34,4.88,1.1099999999999994,33.26166666666666,3.3371749260910946
