fungicide,experiment,isolate,rep,dose,length_a,length_b,length.mm,control.mean,rel.growth
mefenoxam,2,6,2,0,37.63,37.59,33.61,33.34666666666667,100.78968412634946
mefenoxam,2,9,1,0,37.62,38.94,34.28,33.388333333333335,102.67059352069086
mefenoxam,2,8,2,0.01,37.57,37.29,33.43,36.96666666666667,90.43282236248872
mefenoxam,2,2,3,0,37.56,41.06,35.31,35.49666666666667,99.47412902619965
mefenoxam,2,6,2,0.01,37.41,34.1,31.754999999999995,33.34666666666667,95.22690923630546
mefenoxam,2,6,3,0,37.38,36.58,32.980000000000004,33.34666666666667,98.90043982407038
mefenoxam,2,9,3,0,37.32,35.07,32.195,33.388333333333335,96.42589726950531
mefenoxam,2,2,1,0,37,39.14,34.07,35.49666666666667,95.98084327166869
mefenoxam,2,14,3,0.01,36.87,37.49,33.18,31.206666666666667,106.32343516342661
mefenoxam,2,8,3,0.01,36.79,36.8,32.795,36.96666666666667,88.71505861136158
mefenoxam,2,6,1,0,36.63,38.27,33.45,33.34666666666667,100.30987604958017
mefenoxam,2,15,2,0,36.44,35.7,32.07,33.556666666666665,95.5696831230754
mefenoxam,2,2,1,0.01,36.18,39.97,34.075,35.49666666666667,95.99492910132406
mefenoxam,2,14,2,0,36.18,35.53,31.855000000000004,31.206666666666667,102.07754753257852
mefenoxam,2,16,1,0,35.96,34.96,31.46,30.706666666666667,102.4533217542336
mefenoxam,2,1,1,0,35.67,35.63,31.650000000000006,30.676666666666666,103.1728784092144
mefenoxam,2,7,2,0,35.25,34.56,30.905,29.218333333333334,105.77263133877133
mefenoxam,2,16,2,0.01,35.08,36.97,32.025,30.706666666666667,104.2933130699088
mefenoxam,2,6,1,0.01,35.05,35.97,31.509999999999998,33.34666666666667,94.49220311875249
mefenoxam,2,14,3,0,34.74,34.7,30.72,31.206666666666667,98.44050416577655
mefenoxam,2,16,2,0,34.26,35.26,30.759999999999998,30.706666666666667,100.17368649587495
mefenoxam,2,1,2,0,34.14,35.05,30.595,30.676666666666666,99.73378246224057
mefenoxam,2,7,1,0,33.9,32.93,29.415,29.218333333333334,100.67309337744565
mefenoxam,2,16,3,0,33.78,34.02,29.900000000000006,30.706666666666667,97.37299174989147
mefenoxam,2,1,3,0,33.74,33.83,29.784999999999997,30.676666666666666,97.09333912854503
mefenoxam,2,16,3,0.01,33.64,33.68,29.659999999999997,30.706666666666667,96.59140251845419
mefenoxam,2,13,2,0.01,33.63,32.5,29.064999999999998,33.044999999999995,87.95581782417916
mefenoxam,2,7,2,0.01,33.45,33.34,29.395000000000003,29.218333333333334,100.60464320346816
mefenoxam,2,7,3,0.01,33.45,34.2,29.825000000000003,29.218333333333334,102.07632194398495
mefenoxam,2,13,1,0.01,33.01,33.75,29.379999999999995,33.044999999999995,88.90906339839613
mefenoxam,2,13,2,0,31.84,32.35,28.095,33.044999999999995,85.02042669087608
mefenoxam,2,13,3,0.01,31.71,33.31,28.510000000000005,33.044999999999995,86.27628990770165
mefenoxam,2,7,3,0,31.33,31.34,27.335,29.218333333333334,93.55427528378301
mefenoxam,2,10,3,0.05,31.03,31.05,27.04,35.79666666666667,75.53775956792997
mefenoxam,2,10,2,0.05,30.01,30,26.005000000000003,35.79666666666667,72.6464289039948
mefenoxam,2,10,1,0.05,29.74,30.27,26.005,35.79666666666667,72.64642890399479
mefenoxam,2,7,1,0.01,29,28.97,24.985,29.218333333333334,85.51137984142376
mefenoxam,2,9,2,0.05,28.38,27.59,23.985,33.388333333333335,71.83646982478909
mefenoxam,2,15,2,0.05,28.14,25.96,23.05,33.556666666666665,68.68977848415616
mefenoxam,2,9,1,0.05,27.95,28.83,24.39,33.388333333333335,73.04946837717765
mefenoxam,2,1,1,0.05,27.88,25.15,22.515,30.676666666666666,73.39454525698143
mefenoxam,2,13,1,0.05,27.88,28.18,24.03,33.044999999999995,72.71901951883797
mefenoxam,2,13,2,0.05,27.81,25.91,22.86,33.044999999999995,69.17839310031776
mefenoxam,2,5,2,0.05,27.73,27.72,23.725,36.305,65.34912546481202
mefenoxam,2,13,3,0.05,27.22,28.29,23.755,33.044999999999995,71.8868210016644
mefenoxam,2,5,3,0.05,26.73,18.73,18.73,36.305,51.59068998760501
mefenoxam,2,5,1,0.05,25.97,27.2,22.585,36.305,62.20906211265667
mefenoxam,2,14,1,0.05,25.97,22.03,20,31.206666666666667,64.0888698995941
mefenoxam,2,1,2,0.05,25.58,24.81,21.195,30.676666666666666,69.09160056503313
mefenoxam,2,7,3,0.05,25.06,25.43,21.244999999999997,29.218333333333334,72.71119730762649
mefenoxam,2,14,3,0.05,24.6,24.79,20.695,31.206666666666667,66.315958128605
mefenoxam,2,10,2,0.1,24.03,24.05,20.04,35.79666666666667,55.982866188658164
mefenoxam,2,13,3,0.1,23.74,25.02,20.38,33.044999999999995,61.67347556362537
mefenoxam,2,16,2,0.05,23.6,22.95,19.275,30.706666666666667,62.771385149804594
mefenoxam,2,15,3,0.05,23.55,21.91,18.73,33.556666666666665,55.8160325817026
mefenoxam,2,3,2,0.05,23.14,22.09,18.615000000000002,37.665,49.42254082039029
mefenoxam,2,9,3,0.05,22.71,23.13,18.92,33.388333333333335,56.66650027454699
mefenoxam,2,10,1,0.1,22.7,23.29,18.994999999999997,35.79666666666667,53.06359996275257
mefenoxam,2,2,1,0.05,22.66,19.85,17.255000000000003,35.49666666666667,48.61019814067049
mefenoxam,2,13,2,0.1,22.64,23.89,19.265,33.044999999999995,58.299288848539874
mefenoxam,2,3,1,0.05,21.79,22.34,18.064999999999998,37.665,47.9622992167795
mefenoxam,2,4,1,0.05,21.21,20.79,17,36.305,46.82550612863242
mefenoxam,2,3,3,0.05,20.9,18.84,15.869999999999997,37.665,42.13460772600557
mefenoxam,2,1,3,0.05,20.76,20.75,16.755000000000003,30.676666666666666,54.61805932847985
mefenoxam,2,13,1,0.1,20.52,22.4,17.46,33.044999999999995,52.837040399455304
mefenoxam,2,12,1,0.05,20.35,20.64,16.495,36.541666666666664,45.14025085518815
mefenoxam,2,5,1,0.1,20.02,17.72,14.869999999999997,36.305,40.958545654868466
mefenoxam,2,11,3,0.05,20.01,18.98,15.495000000000001,35.71333333333333,43.38715699085309
mefenoxam,2,10,3,0.1,19.84,20.24,16.04,35.79666666666667,44.808641400502836
mefenoxam,2,9,2,0.1,19.78,19.71,15.745000000000001,33.388333333333335,47.15719063545151
mefenoxam,2,4,3,0.05,19.55,20.22,15.884999999999998,36.305,43.754303814901526
mefenoxam,2,12,3,0.05,19.53,21.77,16.65,36.541666666666664,45.56442417331813
mefenoxam,2,14,2,0.05,19.53,20.7,16.115000000000002,31.206666666666667,51.63960692159796
mefenoxam,2,11,1,0.05,19.47,20.56,16.015,35.71333333333333,44.84319581855517
mefenoxam,2,6,3,0.05,19.21,18.19,14.700000000000003,33.34666666666667,44.082367053178736
mefenoxam,2,12,2,0.05,19.1,18.84,14.969999999999999,36.541666666666664,40.96693272519955
mefenoxam,2,11,2,0.05,18.83,19.25,15.04,35.71333333333333,42.11312301661378
mefenoxam,2,9,3,0.1,18.37,17.32,13.844999999999999,33.388333333333335,41.46658014276443
mefenoxam,2,5,3,0.1,18.14,17.11,13.625,36.305,37.5292659413304
mefenoxam,2,4,2,0.05,18.02,19.29,14.655000000000001,36.305,40.36634072441812
mefenoxam,2,7,2,0.05,17.73,14.28,12.004999999999999,29.218333333333334,41.087216930009696
mefenoxam,2,2,2,0.05,16.98,16.99,12.985,35.49666666666667,36.58089961498732
mefenoxam,2,9,1,0.1,16.74,16.75,12.744999999999997,33.388333333333335,38.17201617331402
mefenoxam,2,2,3,0.05,16.24,16.53,12.384999999999998,35.49666666666667,34.89060005634331
mefenoxam,2,1,2,0.1,16.17,15.58,11.875,30.676666666666666,38.71020319461046
mefenoxam,2,13,3,0.5,16.02,17.25,12.634999999999998,33.044999999999995,38.23573914359207
mefenoxam,2,13,2,0.5,15.62,18.55,13.085,33.044999999999995,39.597518535330614
mefenoxam,2,14,1,0.1,15.15,15.13,11.14,31.206666666666667,35.69750053407392
mefenoxam,2,7,1,0.05,14.99,14.6,10.795,29.218333333333334,36.945981404369405
mefenoxam,2,13,1,0.5,14.78,20.24,13.509999999999998,33.044999999999995,40.88364351641701
mefenoxam,2,5,2,0.1,14.64,14.63,10.635000000000002,36.305,29.293485745765054
mefenoxam,2,13,2,1,14.64,13.01,9.825,33.044999999999995,29.73218338629142
mefenoxam,2,7,2,0.1,14.54,11.12,8.829999999999998,29.218333333333334,30.220751811077513
mefenoxam,2,8,1,0.05,14.45,14.58,10.515,36.96666666666667,28.444544634806128
mefenoxam,2,6,2,0.05,14.43,15.07,10.75,33.34666666666667,32.23710515793682
mefenoxam,2,1,1,0.1,14.22,15.84,11.030000000000001,30.676666666666666,35.9556666304466
mefenoxam,2,15,1,0.1,14.22,13.07,9.645,33.556666666666665,28.742425747491808
mefenoxam,2,14,2,0.1,13.93,12.43,9.18,31.206666666666667,29.41679128391369
mefenoxam,2,6,1,0.05,13.58,13.41,9.495000000000001,33.34666666666667,28.47361055577769
mefenoxam,2,13,1,1,13.04,12.99,9.015,33.044999999999995,27.28098048116206
mefenoxam,2,15,3,0.1,12.94,15.28,10.11,33.556666666666665,30.12814145226979
mefenoxam,2,13,3,1,12.8,13.74,9.27,33.044999999999995,28.052655469813892
mefenoxam,2,8,3,0.05,12.6,13.43,9.015,36.96666666666667,24.3868349864743
mefenoxam,2,16,3,0.05,11.99,12.98,8.485,30.706666666666667,27.632435953104643
mefenoxam,2,12,3,0.1,11.96,11.08,7.52,36.541666666666664,20.579247434435576
mefenoxam,2,7,3,0.1,11.68,10.09,6.885,29.218333333333334,23.563972391763162
mefenoxam,2,16,1,0.1,11.51,11.09,7.300000000000001,30.706666666666667,23.773339122883197
mefenoxam,2,16,2,0.1,11.32,9.6,6.460000000000001,30.706666666666667,21.037776812852805
mefenoxam,2,7,1,0.1,10.78,10.59,6.684999999999999,29.218333333333334,22.8794706519879
mefenoxam,2,14,3,0.1,10.61,12.03,7.32,31.206666666666667,23.456526383251443
mefenoxam,2,2,2,0.1,10.43,9.52,5.975,35.49666666666667,16.832566438163205
mefenoxam,2,11,1,0.1,10.43,8.83,5.629999999999999,35.71333333333333,15.764420384543588
mefenoxam,2,16,3,0.1,9.99,10.6,6.295,30.706666666666667,20.50043421623969
mefenoxam,2,1,3,0.1,9.48,11.86,6.67,30.676666666666666,21.74290992067804
mefenoxam,2,5,1,0.5,9.48,7.77,4.625,36.305,12.739292108524996
mefenoxam,2,8,1,0.1,9.37,8.8,5.085000000000001,36.96666666666667,13.755635707844908
mefenoxam,2,4,1,0.1,9.34,9.37,5.355,36.305,14.750034430519213
mefenoxam,2,2,1,0.1,9.11,9.1,5.105,35.49666666666667,14.381632078129403
mefenoxam,2,10,1,0.5,9.05,8.14,4.595000000000001,35.79666666666667,12.836390725393427
mefenoxam,2,5,2,0.5,8.8,6.96,3.880000000000001,36.305,10.687233163476108
mefenoxam,2,15,2,0.1,8.68,8.82,4.75,33.556666666666665,14.155160425151486
mefenoxam,2,6,2,0.1,8.63,8.61,4.620000000000001,33.34666666666667,13.854458216713317
mefenoxam,2,8,2,0.05,8.58,8.55,4.565000000000001,36.96666666666667,12.34896302975654
mefenoxam,2,3,2,0.1,8.53,8.29,4.41,37.665,11.708482676224612
mefenoxam,2,9,1,0.5,8.5,7.9,4.199999999999999,33.388333333333335,12.57924424699246
mefenoxam,2,15,2,0.5,8.48,6.89,3.6850000000000005,33.556666666666665,10.981424456143838
mefenoxam,2,12,2,0.1,8.44,7.49,3.965,36.541666666666664,10.850627137970353
mefenoxam,2,8,3,0.1,8.4,7.69,4.045,36.96666666666667,10.942290351668168
mefenoxam,2,4,2,0.1,8.33,8.3,4.315000000000001,36.305,11.885415232061703
mefenoxam,2,3,1,0.1,8.3,9.04,4.67,37.665,12.398778707022434
mefenoxam,2,4,3,0.1,8.28,7.75,4.015000000000001,36.305,11.059082770968189
mefenoxam,2,2,3,0.1,8.22,7.97,4.095000000000001,35.49666666666667,11.536294487745328
mefenoxam,2,3,3,0.1,8.19,8.18,4.184999999999999,37.665,11.111111111111107
mefenoxam,2,7,2,0.5,7.82,7.53,3.6750000000000007,29.218333333333334,12.577719468370319
mefenoxam,2,12,1,0.1,7.81,7.47,3.6399999999999997,36.541666666666664,9.961231470923602
mefenoxam,2,6,1,0.1,7.51,7.87,3.6899999999999995,33.34666666666667,11.0655737704918
mefenoxam,2,9,3,0.5,7.49,6.69,3.09,33.388333333333335,9.254729696001595
mefenoxam,2,15,3,0.5,7.16,6.64,2.9000000000000004,33.556666666666665,8.642097943776697
mefenoxam,2,10,2,0.5,7.15,7.99,3.5700000000000003,35.79666666666667,9.972995623428625
mefenoxam,2,10,3,0.5,7.06,7.22,3.1399999999999997,35.79666666666667,8.771766458701928
mefenoxam,2,11,3,0.1,7.03,7.09,3.0600000000000005,35.71333333333333,8.568228486092965
mefenoxam,2,15,1,0.5,6.94,7.04,2.99,33.556666666666665,8.910300983411148
mefenoxam,2,1,1,0.5,6.9,6.93,2.915,30.676666666666666,9.502336194719113
mefenoxam,2,1,2,0.5,6.79,6.67,2.7300000000000004,30.676666666666666,8.899271976529393
mefenoxam,2,2,1,0.5,6.7,4.67,1.6850000000000005,35.49666666666667,4.746924593858579
mefenoxam,2,14,3,0.5,6.65,5.07,1.8600000000000003,31.206666666666667,5.960264900662253
mefenoxam,2,5,2,1,6.62,5.58,2.0999999999999996,36.305,5.784327227654592
mefenoxam,2,5,1,1,6.53,7.16,2.8450000000000006,36.305,7.836386172703485
mefenoxam,2,1,3,0.5,6.43,6.96,2.6950000000000003,30.676666666666666,8.785178746061067
mefenoxam,2,7,3,0.5,6.43,8.12,3.2749999999999995,29.218333333333334,11.208715988819803
mefenoxam,2,11,1,0.5,6.4,4,1.2000000000000002,35.71333333333333,3.3600896023893974
mefenoxam,2,5,3,1,6.18,5.27,1.7249999999999996,36.305,4.7514116512877
mefenoxam,2,14,2,0.5,6.16,5.61,1.8849999999999998,31.206666666666667,6.040375988036743
mefenoxam,2,7,3,1,6.09,5.62,1.8550000000000004,29.218333333333334,6.348753636415494
mefenoxam,2,12,1,0.5,5.92,6.34,2.13,36.541666666666664,5.828962371721779
mefenoxam,2,9,1,1,5.9,6.05,1.9749999999999996,33.388333333333335,5.915239854240502
mefenoxam,2,14,1,1,5.89,5.86,1.875,31.206666666666667,6.008331553086947
mefenoxam,2,10,1,1,5.88,5.33,1.6050000000000004,35.79666666666667,4.483657696247325
mefenoxam,2,11,2,0.5,5.83,5.84,1.835,35.71333333333333,5.13813701698712
mefenoxam,2,14,1,0.5,5.79,5.77,1.7799999999999994,31.206666666666667,5.703909421063873
mefenoxam,2,3,3,0.5,5.69,4.01,0.8499999999999996,37.665,2.2567370237621125
mefenoxam,2,7,1,0.5,5.68,6.19,1.9350000000000005,29.218333333333334,6.622554332325596
mefenoxam,2,6,1,0.5,5.65,4.32,0.9850000000000003,33.34666666666667,2.953818472610956
mefenoxam,2,1,1,1,5.63,5.62,1.625,30.676666666666666,5.297185700315115
mefenoxam,2,10,3,1,5.57,6.64,2.1050000000000004,35.79666666666667,5.880435794766739
mefenoxam,2,6,3,1,5.54,6.17,1.8550000000000004,33.34666666666667,5.5627748900439835
mefenoxam,2,12,1,1,5.54,4.98,1.2599999999999998,36.541666666666664,3.448118586088939
mefenoxam,2,1,3,1,5.53,5.05,1.29,30.676666666666666,4.205150494403999
mefenoxam,2,9,3,1,5.51,5.99,1.75,33.388333333333335,5.241351769580192
mefenoxam,2,12,3,0.5,5.46,5.65,1.5549999999999997,36.541666666666664,4.255416191562143
mefenoxam,2,15,1,1,5.45,5.69,1.5700000000000003,33.556666666666665,4.678653024734281
mefenoxam,2,4,1,0.5,5.39,4.86,1.125,36.305,3.0987467291006747
mefenoxam,2,15,3,1,5.38,4.88,1.13,33.556666666666665,3.3674381642991955
mefenoxam,2,7,2,1,5.24,5.68,1.46,29.218333333333334,4.9968627003593635
mefenoxam,2,3,1,0.5,5.21,4.76,0.9849999999999994,37.665,2.6151599628302122
mefenoxam,2,9,2,1,5.18,5.2,1.1899999999999995,33.388333333333335,3.5641192033145295
mefenoxam,2,3,1,1,5.13,5.14,1.1349999999999998,37.665,3.0134076729058803
mefenoxam,2,4,1,1,4.95,4.5,0.7249999999999996,36.305,1.9969701143093228
mefenoxam,2,2,2,0.5,4.93,4.77,0.8499999999999996,35.49666666666667,2.3945910414123377
mefenoxam,2,11,3,0.5,4.91,4,0.45500000000000007,35.71333333333333,1.2740339742393132
mefenoxam,2,3,3,1,4.9,4.18,0.54,37.665,1.4336917562724016
mefenoxam,2,11,1,1,4.87,4.52,0.6950000000000003,35.71333333333333,1.9460518947171934
mefenoxam,2,6,3,0.5,4.81,5.89,1.3499999999999996,33.34666666666667,4.048380647740902
mefenoxam,2,3,2,0.5,4.77,4.79,0.7799999999999994,37.665,2.070888092393467
mefenoxam,2,7,1,1,4.76,5.11,0.9350000000000005,29.218333333333334,3.20004563344932
mefenoxam,2,10,2,1,4.75,4.7,0.7249999999999996,35.79666666666667,2.025328242853151
mefenoxam,2,1,2,1,4.71,4.13,0.41999999999999993,30.676666666666666,1.3691187656199064
mefenoxam,2,8,2,0.1,4.67,6.99,1.83,36.96666666666667,4.950405770964833
mefenoxam,2,2,3,0.5,4.65,4.95,0.8000000000000007,35.49666666666667,2.253732744858674
mefenoxam,2,12,3,1,4.65,4,0.3250000000000002,36.541666666666664,0.8893956670467508
mefenoxam,2,2,1,1,4.58,4.66,0.6200000000000001,35.49666666666667,1.746642877265471
mefenoxam,2,3,2,1,4.56,4.97,0.7649999999999997,37.665,2.031063321385901
mefenoxam,2,4,3,0.5,4.52,5.74,1.13,36.305,3.1125189367855666
mefenoxam,2,12,2,0.5,4.48,4.63,0.5549999999999997,36.541666666666664,1.5188141391106036
mefenoxam,2,15,1,0.05,4.45,24.38,10.415,33.556666666666665,31.037051753253202
mefenoxam,2,6,2,0.5,4.4,7.07,1.7350000000000003,33.34666666666667,5.202918832467014
mefenoxam,2,2,2,1,4.37,4.93,0.6500000000000004,35.49666666666667,1.831157855197672
mefenoxam,2,11,2,1,3.89,4.47,0.17999999999999972,35.71333333333333,0.5040134403584088
mefenoxam,2,5,3,0.5,3.73,6.4,1.0650000000000004,36.305,2.933480236881973
mefenoxam,2,4,2,0.5,0,0,0,36.305,0
mefenoxam,2,4,2,1,0,0,0,36.305,0
mefenoxam,2,6,2,1,0,0,0,33.34666666666667,0
mefenoxam,2,8,1,0.5,0,0,0,36.96666666666667,0
mefenoxam,2,8,2,0.5,0,0,0,36.96666666666667,0
mefenoxam,2,8,3,0.5,0,0,0,36.96666666666667,0
mefenoxam,2,8,1,1,0,0,0,36.96666666666667,0
mefenoxam,2,8,2,1,0,0,0,36.96666666666667,0
mefenoxam,2,8,3,1,0,0,0,36.96666666666667,0
mefenoxam,2,11,3,1,0,0,0,35.71333333333333,0
mefenoxam,2,14,2,1,0,0,0,31.206666666666667,0
mefenoxam,2,14,3,1,0,0,0,31.206666666666667,0
mefenoxam,2,15,2,1,0,0,0,33.556666666666665,0
mefenoxam,2,16,1,0.5,0,0,0,30.706666666666667,0
mefenoxam,2,16,2,0.5,0,0,0,30.706666666666667,0
mefenoxam,2,16,3,0.5,0,0,0,30.706666666666667,0
mefenoxam,2,16,1,1,0,0,0,30.706666666666667,0
mefenoxam,2,16,2,1,0,0,0,30.706666666666667,0
mefenoxam,2,16,3,1,0,0,0,30.706666666666667,0
metalaxyl,2,1,1,0,37.28,37.4,33.34,33.64833333333333,99.08365941849523
metalaxyl,2,1,2,0,37.18,36.68,32.93,33.64833333333333,97.86517410471049
metalaxyl,2,1,3,0,39.09,38.26,34.675,33.64833333333333,103.0511664767943
metalaxyl,2,1,1,0.01,37.39,37.37,33.379999999999995,33.64833333333333,99.2025360344742
metalaxyl,2,1,2,0.01,40.54,40.02,36.28,33.64833333333333,107.8210906929516
metalaxyl,2,1,3,0.01,39.53,38.96,35.245000000000005,33.64833333333333,104.74515825449504
metalaxyl,2,1,1,0.05,23.21,23.79,19.5,33.64833333333333,57.95235028976175
metalaxyl,2,1,2,0.05,24.96,25.82,21.39,33.64833333333333,63.569270394769426
metalaxyl,2,1,3,0.05,24.03,24.11,20.07,33.64833333333333,59.64634206746248
metalaxyl,2,1,1,0.1,11.68,13.75,8.715,33.64833333333333,25.900242706424294
metalaxyl,2,1,2,0.1,14.19,16.04,11.114999999999998,33.64833333333333,33.03283966516419
metalaxyl,2,1,3,0.1,13.05,12.58,8.815000000000001,33.64833333333333,26.19743424637179
metalaxyl,2,1,1,0.5,7.06,7.08,3.0700000000000003,33.64833333333333,9.123780276388132
metalaxyl,2,1,2,0.5,6.98,7.26,3.12,33.64833333333333,9.27237604636188
metalaxyl,2,1,3,0.5,7.46,6.53,2.995,33.64833333333333,8.90088662142751
metalaxyl,2,1,1,1,6.9,5.94,2.42,33.64833333333333,7.192035266729407
metalaxyl,2,1,2,1,5.17,5.11,1.1400000000000006,33.64833333333333,3.3879835554014583
metalaxyl,2,1,3,1,6.11,5.93,2.0199999999999996,33.64833333333333,6.003269106939421
metalaxyl,2,2,1,0,42.33,41.62,37.974999999999994,39.385,96.419956836359
metalaxyl,2,2,2,0,45.16,42.54,39.849999999999994,39.385,101.1806525326901
metalaxyl,2,2,3,0,43.5,45.16,40.33,39.385,102.39939063095088
metalaxyl,2,2,1,0.01,40.01,39.39,35.7,39.385,90.64364605814397
metalaxyl,2,2,2,0.01,40.62,42.23,37.425,39.385,95.02348609876856
metalaxyl,2,2,3,0.01,44.61,45.16,40.885,39.385,103.80855655706486
metalaxyl,2,2,1,0.05,18.73,18.75,14.740000000000002,39.385,37.425415767424155
metalaxyl,2,2,2,0.05,19.38,20.32,15.850000000000001,39.385,40.24374761965216
metalaxyl,2,2,3,0.05,18.84,19.06,14.95,39.385,37.958613685413226
metalaxyl,2,2,1,0.1,10.68,10.71,6.695,39.385,16.99885743303288
metalaxyl,2,2,2,0.1,11,10.87,6.934999999999999,39.385,17.608226482163257
metalaxyl,2,2,3,0.1,10.57,10.63,6.600000000000001,39.385,16.757648851085445
metalaxyl,2,2,1,0.5,6.61,5.41,2.01,39.385,5.103465786466929
metalaxyl,2,2,2,0.5,5.47,5.68,1.5749999999999993,39.385,3.998984384918115
metalaxyl,2,2,3,0.5,5.3,5.03,1.165,39.385,2.9579789259870513
metalaxyl,2,2,1,1,4.83,4.46,0.6449999999999996,39.385,1.6376793195378943
metalaxyl,2,2,2,1,4.1,4.25,0.17499999999999982,39.385,0.4443315983242347
metalaxyl,2,2,3,1,4.41,3.99,0.20000000000000018,39.385,0.5078075409419834
metalaxyl,2,3,1,0,42.22,41.97,38.095,39.178333333333335,97.23486621006508
metalaxyl,2,3,2,0,43.59,43.6,39.595,39.178333333333335,101.06351299612881
metalaxyl,2,3,3,0,46.36,41.33,39.845,39.178333333333335,101.70162079380609
metalaxyl,2,3,1,0.01,41.88,41.89,37.885000000000005,39.178333333333335,96.69885566001618
metalaxyl,2,3,2,0.01,45.31,43.43,40.370000000000005,39.178333333333335,103.0416471689284
metalaxyl,2,3,3,0.01,42.87,43.96,39.415,39.178333333333335,100.60407538180117
metalaxyl,2,3,1,0.05,20,20.87,16.435000000000002,39.178333333333335,41.94920661930489
metalaxyl,2,3,2,0.05,20.51,20.91,16.71,39.178333333333335,42.65112519674991
metalaxyl,2,3,3,0.05,22.77,23.34,19.055,39.178333333333335,48.63657633896286
metalaxyl,2,3,1,0.1,9.42,9.41,5.414999999999999,39.178333333333335,13.821414897690046
metalaxyl,2,3,2,0.1,11.54,11.56,7.550000000000001,39.178333333333335,19.27085548985409
metalaxyl,2,3,3,0.1,9.26,9.39,5.324999999999999,39.178333333333335,13.591696090526224
metalaxyl,2,3,1,0.5,6.26,5.7,1.9800000000000004,39.178333333333335,5.053813757604119
metalaxyl,2,3,2,0.5,6.25,6.25,2.25,39.178333333333335,5.742970179095589
metalaxyl,2,3,3,0.5,5.53,5.63,1.58,39.178333333333335,4.032841281320458
metalaxyl,2,3,1,1,5.27,4.97,1.1199999999999992,39.178333333333335,2.8587229335942466
metalaxyl,2,3,2,1,5.42,6.01,1.7149999999999999,39.178333333333335,4.377419492066192
metalaxyl,2,3,3,1,5.07,4.75,0.9100000000000001,39.178333333333335,2.322712383545327
metalaxyl,2,4,1,0,39,36.01,33.504999999999995,38.04333333333333,88.07062122141417
metalaxyl,2,4,2,0,44.68,44.26,40.47,38.04333333333333,106.3786909664418
metalaxyl,2,4,3,0,43.38,44.93,40.155,38.04333333333333,105.55068781214405
metalaxyl,2,4,1,0.01,42,41.85,37.925,38.04333333333333,99.68895119600457
metalaxyl,2,4,2,0.01,40.37,41.65,37.01,38.04333333333333,97.28379917637781
metalaxyl,2,4,3,0.01,42,42.97,38.485,38.04333333333333,101.16095680364498
metalaxyl,2,4,1,0.05,20.87,22,17.435000000000002,38.04333333333333,45.829317445018845
metalaxyl,2,4,2,0.05,16.04,16.18,12.11,38.04333333333333,31.83212126522387
metalaxyl,2,4,3,0.05,24.09,24.04,20.064999999999998,38.04333333333333,52.74248663804434
metalaxyl,2,4,1,0.1,11.23,10.34,6.785,38.04333333333333,17.8349250854289
metalaxyl,2,4,2,0.1,11.43,12.2,7.8149999999999995,38.04333333333333,20.542363970910365
metalaxyl,2,4,3,0.1,10.08,9.87,5.975,38.04333333333333,15.705774117234734
metalaxyl,2,4,1,0.5,6.06,7.11,2.585,38.04333333333333,6.794883028125823
metalaxyl,2,4,2,0.5,5.06,6.01,1.5350000000000001,38.04333333333333,4.034872513800054
metalaxyl,2,4,3,0.5,5.24,5.43,1.335,38.04333333333333,3.509156225357049
metalaxyl,2,4,1,1,5.07,4.18,0.625,38.04333333333333,1.6428634013843864
metalaxyl,2,4,2,1,5.33,5.11,1.2200000000000006,38.04333333333333,3.206869359502324
metalaxyl,2,4,3,1,4.66,5.04,0.8499999999999996,38.04333333333333,2.2342942258827643
metalaxyl,2,5,1,0,37.92,39.61,34.765,37.52166666666667,92.65313374494735
metalaxyl,2,5,2,0,44.09,44.06,40.075,37.52166666666667,106.80495713587706
metalaxyl,2,5,3,0,41.27,42.18,37.725,37.52166666666667,100.54190911917557
metalaxyl,2,5,1,0.01,38.85,39.12,34.985,37.52166666666667,93.23946164438324
metalaxyl,2,5,2,0.01,32.61,32.55,28.58,37.52166666666667,76.16932439035223
metalaxyl,2,5,3,0.01,38.02,38,34.010000000000005,37.52166666666667,90.64096299915605
metalaxyl,2,5,1,0.05,25.38,27.15,22.265,37.52166666666667,59.339048549726826
metalaxyl,2,5,2,0.05,5.54,25.35,11.445,37.52166666666667,30.502376404743924
metalaxyl,2,5,3,0.05,24.14,23.55,19.845,37.52166666666667,52.889441655932124
metalaxyl,2,5,1,0.1,12.78,15.6,10.19,37.52166666666667,27.15764225114378
metalaxyl,2,5,2,0.1,12.7,14.95,9.825,37.52166666666667,26.18487096344334
metalaxyl,2,5,3,0.1,13.06,12.68,8.870000000000001,37.52166666666667,23.639674854528497
metalaxyl,2,5,1,0.5,8.05,6.94,3.495000000000001,37.52166666666667,9.314618220583665
metalaxyl,2,5,2,0.5,7.38,7.91,3.6449999999999996,37.52166666666667,9.714387242926307
metalaxyl,2,5,3,0.5,8.62,8.23,4.425000000000001,37.52166666666667,11.793186159108073
metalaxyl,2,5,1,1,6.03,5.77,1.9000000000000004,37.52166666666667,5.063740949673522
metalaxyl,2,5,2,1,6.75,6.4,2.575,37.52166666666667,6.862701550215432
metalaxyl,2,5,3,1,6.19,5.69,1.9400000000000004,37.52166666666667,5.1703460222982285
metalaxyl,2,6,1,0,39.66,40.27,35.965,36.696666666666665,98.00617676446545
