date,time,room_temperature,heating_target,cooling_target,outside_temperature,experiment
2019/10/29, 22:30:00,75.3,75,80,44.9,2
2019/10/29, 22:45:00,75.1,75,80,45.1,2
2019/10/29, 23:00:00,74.9,75,80,44.7,2
2019/10/29, 23:15:00,74.8,75,80,44.3,2
2019/10/29, 23:30:00,75.1,75,80,44.2,2
2019/10/29, 23:45:00,74.9,75,80,44,2
2019/10/30, 00:00:00,74.2,75,80,43.9,2
2019/10/30, 00:15:00,74.9,75,80,43.7,2
2019/10/30, 00:30:00,75,75,80,43.7,2
2019/10/30, 00:45:00,74.2,75,80,43.7,2
2019/10/30, 01:00:00,74.4,75,80,43.9,2
2019/10/30, 01:15:00,74.8,75,80,43.9,2
2019/10/30, 01:30:00,75,75,80,43.9,2
2019/10/30, 01:45:00,75.1,75,80,43.7,2
2019/10/30, 02:00:00,74.8,75,80,43.3,2
2019/10/30, 02:15:00,74.8,75,80,43.3,2
2019/10/30, 02:30:00,75.1,75,80,43.3,2
2019/10/30, 02:45:00,75,75,80,43.3,2
2019/10/30, 03:00:00,74.9,75,80,43.1,2
2019/10/30, 03:15:00,75.1,75,80,43.1,2
2019/10/30, 03:30:00,75,75,80,43.1,2
2019/10/30, 03:45:00,75.3,75,80,43.1,2
2019/10/30, 04:00:00,75.5,75,80,43.2,2
2019/10/30, 04:15:00,75,75,80,43.3,2
2019/10/30, 04:30:00,75,75,80,43.5,2
2019/10/30, 04:45:00,75.1,75,80,43.5,2
2019/10/30, 05:00:00,75,75,80,43.6,2
2019/10/30, 05:15:00,74.9,75,80,43.6,2
2019/10/30, 05:30:00,74.9,75,80,43.7,2
2019/10/30, 05:45:00,74.8,75,80,43.9,2
2019/10/30, 06:00:00,74.8,75,80,43.8,2
2019/10/30, 06:15:00,74.9,75,80,43.7,2
2019/10/30, 06:30:00,74.7,75,80,43.7,2
2019/10/30, 06:45:00,74.6,75,80,43.4,2
2019/10/30, 07:00:00,75.5,75,80,43.4,2
2019/10/30, 07:15:00,76.2,75,80,43.4,2
2019/10/30, 07:30:00,75.6,75,80,43.4,2
2019/10/30, 07:45:00,75.4,75,80,43.5,2
2019/10/30, 08:00:00,75.4,75,80,43.5,2
2019/10/30, 08:15:00,75.2,75,80,43.6,2
2019/10/30, 08:30:00,75.6,75,80,43.7,2
2019/10/30, 08:45:00,75.1,75,80,43.8,2
2019/10/30, 09:00:00,74.9,75,80,44.1,2
2019/10/30, 09:15:00,74.9,75,80,44.1,2
2019/10/30, 09:30:00,74.9,75,80,44.1,2
2019/10/30, 09:45:00,75.1,75,80,44,2
2019/10/30, 10:00:00,74.9,75,80,44.2,2
2019/10/30, 10:15:00,74.8,75,80,44.1,2
2019/10/30, 10:30:00,75,75,80,44.1,2
2019/10/30, 10:45:00,74.8,75,80,44.1,2
2019/10/30, 11:00:00,74.7,75,80,44.2,2
2019/10/30, 11:15:00,74.8,75,80,44.4,2
2019/10/30, 11:30:00,74.4,75,80,44.7,2
2019/10/30, 11:45:00,74,75,80,45,2
2019/10/30, 12:00:00,74.7,75,80,45.2,2
2019/10/30, 12:15:00,74.9,75,80,45.4,2
2019/10/30, 12:30:00,75.6,75,80,45.7,2
2019/10/30, 12:45:00,75.4,75,80,45.8,2
2019/10/30, 13:00:00,75.2,75,80,46.1,2
2019/10/30, 13:15:00,75.6,75,80,46.2,2
2019/10/30, 13:30:00,76.1,75,80,46.6,2
2019/10/30, 13:45:00,75.7,75,80,46.6,2
2019/10/30, 14:00:00,75.1,75,80,46.7,2
2019/10/30, 14:15:00,74.8,75,80,46.6,2
2019/10/30, 14:30:00,75,75,80,46.5,2
2019/10/30, 14:45:00,75.1,75,80,46.6,2
2019/10/30, 15:00:00,74.8,75,80,46.7,2
2019/10/30, 15:15:00,74.8,75,80,46.6,2
2019/10/30, 15:30:00,75.1,75,80,46.5,2
2019/10/30, 15:45:00,75.4,75,80,46.4,2
2019/10/30, 16:00:00,75.3,75,80,46.3,2
2019/10/30, 16:15:00,75.3,75,80,46.5,2
2019/10/30, 16:30:00,75.1,75,80,46.4,2
2019/10/30, 16:45:00,75.2,75,80,46.3,2
2019/10/30, 17:00:00,75.8,75,80,46.1,2
2019/10/30, 17:15:00,75.9,75,80,46.1,2
2019/10/30, 17:30:00,76.3,75,80,46,2
2019/10/30, 17:45:00,76.1,75,80,46.1,2
2019/10/30, 18:00:00,76.2,75,80,46.5,2
2019/10/30, 18:15:00,76.4,75,80,46.6,2
2019/10/30, 18:30:00,76.4,75,80,46.5,2
2019/10/30, 18:45:00,76.1,75,80,46.6,2
2019/10/30, 19:00:00,77,75,80,46.5,2
2019/10/30, 19:15:00,76.5,75,80,46.4,2
2019/10/30, 19:30:00,76.6,75,80,46.5,2
2019/10/30, 19:45:00,76.1,75,80,46.5,2
2019/10/30, 20:00:00,76.1,75,80,46.5,2
2019/10/30, 20:15:00,75.9,75,80,46.6,2
2019/10/30, 20:30:00,75.9,75,80,46.9,2
2019/10/30, 20:45:00,76,75,80,47.2,2
2019/10/30, 21:00:00,75.8,75,80,47.1,2
2019/10/30, 21:15:00,76.5,75,80,47.2,2
2019/10/30, 21:30:00,75.7,75,80,47.4,2
2019/10/30, 21:45:00,75.6,75,80,47.6,2
2019/10/30, 22:00:00,76.3,75,80,47.6,2
2019/10/30, 22:15:00,75.6,75,80,47.5,2
2019/10/30, 22:30:00,76.5,75,80,47.4,2
2019/10/30, 22:45:00,75.6,75,80,47.4,2
2019/10/30, 23:00:00,76.3,75,80,47.4,2
2019/10/30, 23:15:00,75.5,75,80,47.7,2
2019/10/30, 23:30:00,75.8,75,80,47.7,2
2019/10/30, 23:45:00,75.6,75,80,47.6,2
2019/10/31, 00:00:00,75.9,75,80,47.5,2
2019/10/31, 00:15:00,75.8,75,80,47.7,2
2019/10/31, 00:30:00,75.9,75,80,47.6,2
2019/10/31, 00:45:00,75.5,75,80,47.8,2
2019/10/31, 01:00:00,75.4,75,80,47.5,2
2019/10/31, 01:15:00,75.2,75,80,47.5,2
2019/10/31, 01:30:00,74.8,75,80,47,2
2019/10/31, 01:45:00,74.5,75,80,46.4,2
2019/10/31, 02:00:00,74.8,75,80,45.3,2
2019/10/31, 02:15:00,75.2,75,80,44.5,2
2019/10/31, 02:30:00,75.1,75,80,43.7,2
2019/10/31, 02:45:00,75.1,75,80,43,2
2019/10/31, 03:00:00,75.2,75,80,42.3,2
2019/10/31, 03:15:00,75.6,75,80,42,2
2019/10/31, 03:30:00,75.9,75,80,41.8,2
2019/10/31, 03:45:00,75.8,75,80,41.2,2
2019/10/31, 04:00:00,76,75,80,40.7,2
2019/10/31, 04:15:00,75.8,75,80,39.7,2
2019/10/31, 04:30:00,75.8,75,80,39.1,2
2019/10/31, 04:45:00,75.6,75,80,39.1,2
2019/10/31, 05:00:00,75.7,75,80,38.6,2
2019/10/31, 05:15:00,75.6,75,80,38.5,2
2019/10/31, 05:30:00,75.6,75,80,38.2,2
2019/10/31, 05:45:00,75.6,75,80,38,2
2019/10/31, 06:00:00,75.6,75,80,38.2,2
2019/10/31, 06:15:00,75.7,75,80,38.2,2
2019/10/31, 06:30:00,75.7,75,80,38,2
2019/10/31, 06:45:00,75.6,75,80,37.8,2
2019/10/31, 07:00:00,76.2,75,80,37.5,2
2019/10/31, 07:15:00,76.9,75,80,37.6,2
2019/10/31, 07:30:00,76.6,75,80,37.5,2
2019/10/31, 07:45:00,76.5,75,80,37.7,2
2019/10/31, 08:00:00,76.5,75,80,37.7,2
2019/10/31, 08:15:00,76.3,75,80,37.7,2
2019/10/31, 08:30:00,76.1,75,80,37.8,2
2019/10/31, 08:45:00,76.1,75,80,37.5,2
2019/10/31, 09:00:00,75.6,75,80,37.1,2
2019/10/31, 09:15:00,75.2,75,80,36.9,2
2019/10/31, 09:30:00,75.3,75,80,36.6,2
2019/10/31, 09:45:00,74.9,75,80,36.5,2
2019/10/31, 10:00:00,75.2,75,80,36.6,2
2019/10/31, 10:15:00,74.6,75,80,36.7,2
2019/10/31, 10:30:00,74.8,75,80,36.3,2
2019/10/31, 10:45:00,75.6,75,80,35.7,2
2019/10/31, 11:00:00,74.8,75,80,35.5,2
2019/10/31, 11:15:00,74.3,75,80,35.7,2
2019/10/31, 11:30:00,75.2,75,80,35.5,2
2019/10/31, 11:45:00,75,75,80,35.3,2
2019/10/31, 12:00:00,75.3,75,80,35.3,2
2019/10/31, 12:15:00,75,75,80,35.1,2
2019/10/31, 12:30:00,74.5,75,80,35.2,2
2019/10/31, 12:45:00,75.2,75,80,35.1,2
2019/10/31, 13:00:00,75.6,75,80,35,2
2019/10/31, 13:15:00,75.6,75,80,35.1,2
2019/10/31, 13:30:00,76.1,75,80,35.3,2
2019/10/31, 13:45:00,75.9,75,80,35.2,2
2019/10/31, 14:00:00,76.6,75,80,35.3,2
2019/10/31, 14:15:00,76.9,75,80,35.7,2
2019/10/31, 14:30:00,76.3,75,80,35.7,2
2019/10/31, 14:45:00,75.7,75,80,35.6,2
2019/10/31, 15:00:00,75.4,75,80,35.9,2
2019/10/31, 15:15:00,76.4,75,80,35.7,2
2019/10/31, 15:30:00,76.6,75,80,35.6,2
2019/10/31, 15:45:00,77.4,75,80,35.8,2
2019/10/31, 16:00:00,77.8,75,80,35.8,2
2019/10/31, 16:15:00,77.6,75,80,36,2
2019/10/31, 16:30:00,78.2,75,80,36.2,2
2019/10/31, 16:45:00,78.6,75,80,36.1,2
2019/10/31, 17:00:00,78.6,75,80,36.1,2
2019/10/31, 17:15:00,78.4,75,80,36,2
2019/10/31, 17:30:00,78.7,75,80,36.1,2
2019/10/31, 17:45:00,78.3,75,80,36.1,2
2019/10/31, 18:00:00,78.4,75,80,35.9,2
2019/10/31, 18:15:00,77.9,75,80,35.8,2
2019/10/31, 18:30:00,78,75,80,36,2
2019/10/31, 18:45:00,77.5,75,80,36.2,2
2019/10/31, 19:00:00,77.3,75,80,36.1,2
2019/10/31, 19:15:00,77.2,75,80,35.8,2
2019/10/31, 19:30:00,77.2,75,80,35.5,2
2019/10/31, 19:45:00,77.1,75,80,35.1,2
2019/10/31, 20:00:00,76.9,75,80,35,2
2019/10/31, 20:15:00,77,75,80,34.8,2
2019/10/31, 20:30:00,76.7,75,80,34.8,2
2019/10/31, 20:45:00,76.5,75,80,34.8,2
2019/10/31, 21:00:00,76.6,75,80,34.8,2
2019/10/31, 21:15:00,76.6,75,80,34.7,2
2019/10/31, 21:30:00,76.4,75,80,34.6,2
2019/10/31, 21:45:00,76.3,75,80,34.7,2
2019/10/31, 22:00:00,76.2,75,80,34.6,2
2019/10/31, 22:15:00,76.4,75,80,34.3,2
2019/10/31, 22:30:00,76.3,75,80,34,2
2019/10/31, 22:45:00,76.3,75,80,33.5,2
2019/10/31, 23:00:00,76.2,75,80,33.4,2
2019/10/31, 23:15:00,76.4,75,80,33.2,2
2019/10/31, 23:30:00,76.2,75,80,33.1,2
2019/10/31, 23:45:00,76,75,80,33,2
2019/11/01, 00:00:00,76.1,75,80,32.8,2
2019/11/01, 00:15:00,75.9,75,80,32.8,2
2019/11/01, 00:30:00,75.7,75,80,32.8,2
2019/11/01, 00:45:00,73.9,75,80,32.9,2
2019/11/01, 01:00:00,74,75,80,32.8,2
2019/11/01, 01:15:00,74.8,75,80,32.8,2
2019/11/01, 01:30:00,75,75,80,32.7,2
2019/11/01, 01:45:00,75.3,75,80,32.5,2
2019/11/01, 02:00:00,75.4,75,80,32.5,2
2019/11/01, 02:15:00,75.4,75,80,32.4,2
2019/11/01, 02:30:00,75.4,75,80,32.6,2
2019/11/01, 02:45:00,75.5,75,80,32.6,2
2019/11/01, 03:00:00,75.6,75,80,32,2
2019/11/01, 03:15:00,75.5,75,80,32,2
2019/11/01, 03:30:00,75.5,75,80,32.3,2
2019/11/01, 03:45:00,75.6,75,80,32.3,2
2019/11/01, 04:00:00,75.5,75,80,32.4,2
2019/11/01, 04:15:00,75.5,75,80,32.5,2
2019/11/01, 04:30:00,75.6,75,80,32.3,2
2019/11/01, 04:45:00,75.7,75,80,32.5,2
2019/11/01, 05:00:00,75.7,75,80,32.5,2
2019/11/01, 05:15:00,75.9,75,80,31.9,2
2019/11/01, 05:30:00,75.7,75,80,31.8,2
2019/11/01, 05:45:00,75.7,75,80,31.6,2
2019/11/01, 06:00:00,75.7,75,80,31.8,2
2019/11/01, 06:15:00,75.7,75,80,31.5,2
2019/11/01, 06:30:00,75.6,75,80,31.5,2
2019/11/01, 06:45:00,75.6,75,80,31.3,2
2019/11/01, 07:00:00,76.6,75,80,31.5,2
2019/11/01, 07:15:00,77.5,75,80,31.5,2
2019/11/01, 07:30:00,77.4,75,80,31.8,2
2019/11/01, 07:45:00,76.8,75,80,32.2,2
2019/11/01, 08:00:00,76.8,75,80,32.1,2
2019/11/01, 08:15:00,76.4,75,80,32.5,2
2019/11/01, 08:30:00,75.7,75,80,33.2,2
2019/11/01, 08:45:00,75.8,75,80,33.7,2
2019/11/01, 09:00:00,77,75,80,34.1,2
2019/11/01, 09:15:00,78.7,75,80,35,2
2019/11/01, 09:30:00,80.8,75,80,35.9,2
2019/11/01, 09:45:00,82.9,75,80,36.6,2
2019/11/01, 10:00:00,84.2,75,80,37.5,2
2019/11/01, 10:15:00,84.1,75,80,38,2
2019/11/01, 10:30:00,84.7,75,80,38.8,2
2019/11/01, 10:45:00,85,75,80,39.3,2
2019/11/01, 11:00:00,84.9,75,80,40.1,2
2019/11/01, 11:15:00,84.9,75,80,40.7,2
2019/11/01, 11:30:00,85,75,80,41.6,2
2019/11/01, 11:45:00,83.6,75,80,42.5,2
2019/11/01, 12:00:00,82.2,75,80,43.1,2
2019/11/01, 12:15:00,81.5,75,80,43.8,2
2019/11/01, 12:30:00,81.2,75,80,44.9,2
2019/11/01, 12:45:00,81.3,75,80,45.6,2
2019/11/01, 13:00:00,79.7,75,80,46.1,2
2019/11/01, 13:15:00,78.6,75,80,46.4,2
2019/11/01, 13:30:00,79.7,75,80,47.3,2
2019/11/01, 13:45:00,80.2,75,80,47.6,2
2019/11/01, 14:00:00,81,75,80,47.6,2
2019/11/01, 14:15:00,81.7,75,80,48,2
2019/11/01, 14:30:00,80.7,75,80,48.2,2
2019/11/01, 14:45:00,80.4,75,80,48.5,2
2019/11/01, 15:00:00,80,75,80,48.8,2
2019/11/01, 15:15:00,79.7,75,80,49,2
2019/11/01, 15:30:00,79.5,75,80,49.2,2
2019/11/01, 15:45:00,78.5,75,80,49.1,2
2019/11/01, 16:00:00,77.5,75,80,49.1,2
2019/11/01, 16:15:00,77.7,75,80,49.4,2
2019/11/01, 16:30:00,78.2,75,80,49.7,2
2019/11/01, 16:45:00,78.9,75,80,49.3,2
2019/11/01, 17:00:00,78.3,75,80,48.7,2
2019/11/01, 17:15:00,77.8,75,80,48.2,2
2019/11/01, 17:30:00,77.9,75,80,47.9,2
2019/11/01, 17:45:00,77.2,75,80,47.3,2
2019/11/01, 18:00:00,76.6,75,80,46.6,2
2019/11/01, 18:15:00,75.9,75,80,45.9,2
2019/11/01, 18:30:00,75.3,75,80,45.4,2
2019/11/01, 18:45:00,74.8,75,80,45,2
2019/11/01, 19:00:00,75.1,75,80,44.5,2
2019/11/01, 19:15:00,75.1,75,80,44,2
2019/11/01, 19:30:00,75.4,75,80,43.8,2
2019/11/01, 19:45:00,75.5,75,80,43.4,2
2019/11/01, 20:00:00,75.9,75,80,42.9,2
2019/11/01, 20:15:00,75.7,75,80,42.4,2
2019/11/01, 20:30:00,76,75,80,41.6,2
2019/11/01, 20:45:00,75.6,75,80,41.4,2
2019/11/01, 21:00:00,75.3,75,80,41.3,2
2019/11/01, 21:15:00,75.3,75,80,41.6,2
2019/11/01, 21:30:00,75.2,75,80,41.8,2
2019/11/01, 21:45:00,76.5,75,80,41.8,2
2019/11/01, 22:00:00,75.8,75,80,41.8,2
2019/11/01, 22:15:00,75.6,75,80,41.8,2
2019/11/01, 22:30:00,75.9,75,80,42.2,2
2019/11/01, 22:45:00,75.9,75,80,42.3,2
2019/11/01, 23:00:00,75.6,75,80,42.6,2
2019/11/01, 23:15:00,75.6,75,80,43.2,2
2019/11/01, 23:30:00,75.7,75,80,43.1,2
2019/11/01, 23:45:00,75.6,75,80,43,2
2019/11/02, 00:00:00,75.6,75,80,43.2,2
2019/11/02, 00:15:00,75.6,75,80,43.3,2
2019/11/02, 00:30:00,75.6,75,80,43.3,2
2019/11/02, 00:45:00,75.9,75,80,43,2
2019/11/02, 01:00:00,75,75,80,43.1,2
2019/11/02, 01:15:00,74.4,75,80,43.4,2
2019/11/02, 01:30:00,74,75,80,43.5,2
2019/11/02, 01:45:00,75.3,75,80,43.6,2
2019/11/02, 02:00:00,75.1,75,80,43.8,2
2019/11/02, 02:15:00,75,75,80,44,2
2019/11/02, 02:30:00,74.8,75,80,44,2
2019/11/02, 02:45:00,74.7,75,80,44,2
2019/11/02, 03:00:00,75.9,75,80,43.8,2
2019/11/02, 03:15:00,75.6,75,80,44,2
2019/11/02, 03:30:00,75.4,75,80,44.1,2
2019/11/02, 03:45:00,75.2,75,80,44.2,2
2019/11/02, 04:00:00,75.1,75,80,44.4,2
2019/11/02, 04:15:00,75,75,80,44.4,2
2019/11/02, 04:30:00,75,75,80,44.7,2
2019/11/02, 04:45:00,75,75,80,44.8,2
2019/11/02, 05:00:00,74.9,75,80,44.5,2
2019/11/02, 05:15:00,75.6,75,80,43.8,2
2019/11/02, 05:30:00,75.6,75,80,43.1,2
2019/11/02, 05:45:00,75.5,75,80,42.8,2
2019/11/02, 06:00:00,75.6,75,80,42.2,2
2019/11/02, 06:15:00,75.4,75,80,41.6,2
2019/11/02, 06:30:00,76,75,80,41.6,2
2019/11/02, 06:45:00,75.4,75,80,42,2
2019/11/02, 07:00:00,76.5,75,80,42,2
2019/11/02, 07:15:00,78,75,80,42,2
2019/11/02, 07:30:00,77.9,75,80,41.9,2
2019/11/02, 07:45:00,77.4,75,80,42.2,2
2019/11/02, 08:00:00,77.6,75,80,42.4,2
2019/11/02, 08:15:00,76.6,75,80,42.1,2
2019/11/02, 08:30:00,76.3,75,80,42.1,2
2019/11/02, 08:45:00,76.1,75,80,42.2,2
2019/11/02, 09:00:00,75.8,75,80,42.2,2
2019/11/02, 09:15:00,75.5,75,80,42.3,2
2019/11/02, 09:30:00,75.5,75,80,42.5,2
2019/11/02, 09:45:00,76,75,80,42.4,2
2019/11/02, 10:00:00,76.4,75,80,43,2
2019/11/02, 10:15:00,76.9,75,80,43.3,2
2019/11/02, 10:30:00,77.6,75,80,44.3,2
2019/11/02, 10:45:00,79.4,75,80,44.7,2
2019/11/02, 11:00:00,80.7,75,80,45.1,2
2019/11/02, 11:15:00,81.4,75,80,45,2
2019/11/02, 11:30:00,83.5,75,80,45.6,2
2019/11/02, 11:45:00,83.5,75,80,46.3,2
2019/11/02, 12:00:00,81.8,75,80,46.9,2
2019/11/02, 12:15:00,80.8,75,80,47.5,2
2019/11/02, 12:30:00,80.1,75,80,48.3,2
2019/11/02, 12:45:00,81.5,75,80,49.2,2
2019/11/02, 13:00:00,82,75,80,49.8,2
2019/11/02, 13:15:00,82,75,80,50.6,2
2019/11/02, 13:30:00,79,75,80,49.7,2
2019/11/02, 13:45:00,79,75,80,49.4,2
2019/11/02, 14:00:00,82,75,80,50.3,2
2019/11/02, 14:15:00,80.3,75,80,50.3,2
2019/11/02, 14:30:00,80.2,75,80,50.6,2
2019/11/02, 14:45:00,79,75,80,50.2,2
2019/11/02, 15:00:00,79.9,75,80,50.7,2
2019/11/02, 15:15:00,77.8,75,80,49.9,2
2019/11/02, 15:30:00,78.3,75,80,49.9,2
2019/11/02, 15:45:00,79,75,80,49.9,2
2019/11/02, 16:00:00,77.9,75,80,49.5,2
2019/11/02, 16:15:00,79,75,80,49.7,2
2019/11/02, 16:30:00,79.6,75,80,49.6,2
2019/11/02, 16:45:00,79.9,75,80,49.3,2
2019/11/02, 17:00:00,80.1,75,80,49.5,2
2019/11/02, 17:15:00,80.1,75,80,49.7,2
2019/11/02, 17:30:00,79.7,75,80,49.1,2
2019/11/02, 17:45:00,78.9,75,80,48.4,2
2019/11/02, 18:00:00,78.2,75,80,48.1,2
2019/11/02, 18:15:00,77.6,75,80,47.8,2
2019/11/02, 18:30:00,77.2,75,80,47.8,2
2019/11/02, 18:45:00,76.9,75,80,47.6,2
2019/11/02, 19:00:00,76.6,75,80,47.2,2
2019/11/02, 19:15:00,76.3,75,80,46.9,2
2019/11/02, 19:30:00,77.3,75,80,46.6,2
2019/11/02, 19:45:00,76.9,75,80,46.5,2
2019/11/02, 20:00:00,76.7,75,80,46.5,2
2019/11/02, 20:15:00,76.5,75,80,46.1,2
2019/11/02, 20:30:00,77.1,75,80,45.4,2
2019/11/02, 20:45:00,76.9,75,80,44.6,2
2019/11/02, 21:00:00,77,75,80,44,2
2019/11/02, 21:15:00,76.9,75,80,43.5,2
2019/11/02, 21:30:00,77.2,75,80,43.6,2
2019/11/02, 21:45:00,76.8,75,80,43.7,2
2019/11/02, 22:00:00,76.6,75,80,43.5,2
2019/11/02, 22:15:00,76.8,75,80,43.1,2
2019/11/02, 22:30:00,77,75,80,41.9,2
2019/11/02, 22:45:00,76.8,75,80,41.2,2
2019/11/02, 23:00:00,77,75,80,40.8,2
2019/11/02, 23:15:00,77,75,80,40.9,2
2019/11/02, 23:30:00,76.8,75,80,40.9,2
2019/11/02, 23:45:00,77.1,75,80,40.6,2
2019/11/03, 00:00:00,76.9,75,80,40.7,2
2019/11/02, 00:15:00,75.6,75,80,43.3,2
2019/11/02, 00:30:00,75.6,75,80,43.3,2
2019/11/02, 00:45:00,75.9,75,80,43,2
2019/11/02, 01:00:00,75,75,80,43.1,2
2019/11/02, 01:15:00,74.4,75,80,43.4,2
2019/11/02, 01:30:00,74,75,80,43.5,2
2019/11/02, 01:45:00,75.3,75,80,43.6,2
2019/11/02, 02:00:00,75.1,75,80,43.8,2
2019/11/02, 02:15:00,75,75,80,44,2
2019/11/02, 02:30:00,74.8,75,80,44,2
2019/11/02, 02:45:00,74.7,75,80,44,2
2019/11/02, 03:00:00,75.9,75,80,43.8,2
2019/11/02, 03:15:00,75.6,75,80,44,2
2019/11/02, 03:30:00,75.4,75,80,44.1,2
2019/11/02, 03:45:00,75.2,75,80,44.2,2
2019/11/02, 04:00:00,75.1,75,80,44.4,2
2019/11/02, 04:15:00,75,75,80,44.4,2
2019/11/02, 04:30:00,75,75,80,44.7,2
2019/11/02, 04:45:00,75,75,80,44.8,2
2019/11/02, 05:00:00,74.9,75,80,44.5,2
2019/11/02, 05:15:00,75.6,75,80,43.8,2
2019/11/02, 05:30:00,75.6,75,80,43.1,2
2019/11/02, 05:45:00,75.5,75,80,42.8,2
2019/11/02, 06:00:00,75.6,75,80,42.2,2
2019/11/02, 06:15:00,75.4,75,80,41.6,2
2019/11/02, 06:30:00,76,75,80,41.6,2
2019/11/02, 06:45:00,75.4,75,80,42,2
2019/11/02, 07:00:00,76.5,75,80,42,2
2019/11/02, 07:15:00,78,75,80,42,2
2019/11/02, 07:30:00,77.9,75,80,41.9,2
2019/11/02, 07:45:00,77.4,75,80,42.2,2
2019/11/02, 08:00:00,77.6,75,80,42.4,2
2019/11/02, 08:15:00,76.6,75,80,42.1,2
2019/11/02, 08:30:00,76.3,75,80,42.1,2
2019/11/02, 08:45:00,76.1,75,80,42.2,2
2019/11/02, 09:00:00,75.8,75,80,42.2,2
2019/11/02, 09:15:00,75.5,75,80,42.3,2
2019/11/02, 09:30:00,75.5,75,80,42.5,2
2019/11/02, 09:45:00,76,75,80,42.4,2
2019/11/02, 10:00:00,76.4,75,80,43,2
2019/11/02, 10:15:00,76.9,75,80,43.3,2
2019/11/02, 10:30:00,77.6,75,80,44.3,2
2019/11/02, 10:45:00,79.4,75,80,44.7,2
2019/11/02, 11:00:00,80.7,75,80,45.1,2
2019/11/02, 11:15:00,81.4,75,80,45,2
2019/11/02, 11:30:00,83.5,75,80,45.6,2
2019/11/02, 11:45:00,83.5,75,80,46.3,2
2019/11/02, 12:00:00,81.8,75,80,46.9,2
2019/11/02, 12:15:00,80.8,75,80,47.5,2
2019/11/02, 12:30:00,80.1,75,80,48.3,2
2019/11/02, 12:45:00,81.5,75,80,49.2,2
2019/11/02, 13:00:00,82,75,80,49.8,2
2019/11/02, 13:15:00,82,75,80,50.6,2
2019/11/02, 13:30:00,79,75,80,49.7,2
2019/11/02, 13:45:00,79,75,80,49.4,2
2019/11/02, 14:00:00,82,75,80,50.3,2
2019/11/02, 14:15:00,80.3,75,80,50.3,2
2019/11/02, 14:30:00,80.2,75,80,50.6,2
2019/11/02, 14:45:00,79,75,80,50.2,2
2019/11/02, 15:00:00,79.9,75,80,50.7,2
2019/11/02, 15:15:00,77.8,75,80,49.9,2
2019/11/02, 15:30:00,78.3,75,80,49.9,2
2019/11/02, 15:45:00,79,75,80,49.9,2
2019/11/02, 16:00:00,77.9,75,80,49.5,2
2019/11/02, 16:15:00,79,75,80,49.7,2
2019/11/02, 16:30:00,79.6,75,80,49.6,2
2019/11/02, 16:45:00,79.9,75,80,49.3,2
2019/11/02, 17:00:00,80.1,75,80,49.5,2
2019/11/02, 17:15:00,80.1,75,80,49.7,2
2019/11/02, 17:30:00,79.7,75,80,49.1,2
2019/11/02, 17:45:00,78.9,75,80,48.4,2
2019/11/02, 18:00:00,78.2,75,80,48.1,2
2019/11/02, 18:15:00,77.6,75,80,47.8,2
2019/11/02, 18:30:00,77.2,75,80,47.8,2
2019/11/02, 18:45:00,76.9,75,80,47.6,2
2019/11/02, 19:00:00,76.6,75,80,47.2,2
2019/11/02, 19:15:00,76.3,75,80,46.9,2
2019/11/02, 19:30:00,77.3,75,80,46.6,2
2019/11/02, 19:45:00,76.9,75,80,46.5,2
2019/11/02, 20:00:00,76.7,75,80,46.5,2
2019/11/02, 20:15:00,76.5,75,80,46.1,2
2019/11/02, 20:30:00,77.1,75,80,45.4,2
2019/11/02, 20:45:00,76.9,75,80,44.6,2
2019/11/02, 21:00:00,77,75,80,44,2
2019/11/02, 21:15:00,76.9,75,80,43.5,2
2019/11/02, 21:30:00,77.2,75,80,43.6,2
2019/11/02, 21:45:00,76.8,75,80,43.7,2
2019/11/02, 22:00:00,76.6,75,80,43.5,2
2019/11/02, 22:15:00,76.8,75,80,43.1,2
2019/11/02, 22:30:00,77,75,80,41.9,2
2019/11/02, 22:45:00,76.8,75,80,41.2,2
2019/11/02, 23:00:00,77,75,80,40.8,2
2019/11/02, 23:15:00,77,75,80,40.9,2
2019/11/02, 23:30:00,76.8,75,80,40.9,2
2019/11/02, 23:45:00,77.1,75,80,40.6,2
2019/11/03, 00:00:00,76.9,75,80,40.7,2
2019/11/03, 00:15:00,77.1,75,80,40.2,2
2019/11/03, 00:30:00,77.1,75,80,40.2,2
2019/11/03, 00:45:00,76.7,75,80,39.7,2
2019/11/03, 01:00:00,75.7,75,80,38.9,2
2019/11/03, 01:15:00,74.9,75,80,38,2
2019/11/03, 01:30:00,75.7,75,80,37.9,2
2019/11/03, 01:45:00,74.9,75,80,38,2
2019/11/03, 02:00:00,75.9,75,80,37.9,2
2019/11/03, 02:15:00,75.1,75,80,38.2,2
2019/11/03, 02:30:00,75.7,75,80,38.3,2
2019/11/03, 02:45:00,75.1,75,80,38,2
2019/11/03, 03:00:00,75.9,75,80,37.9,2
2019/11/03, 03:15:00,75.2,75,80,37.5,2
2019/11/03, 03:30:00,75.8,75,80,37.4,2
2019/11/03, 03:45:00,75.9,75,80,37,2
2019/11/03, 04:00:00,75.7,75,80,36.7,2
2019/11/03, 04:15:00,75.7,75,80,36.2,2
2019/11/03, 04:30:00,76,75,80,36.2,2
2019/11/03, 04:45:00,75.7,75,80,36.5,2
2019/11/03, 05:00:00,75.6,75,80,36.6,2
